Elements,Density_sum,Density_diff,Density_aver,Eneg_sum,Eneg_diff,Eneg_aver,Magnetic_sum,Magnetic_diff,Melting_sum,Melting_diff,Melting_aver,Number_sum,Number_diff,Number_aver,Radius_sum,Radius_diff,Radius_aver,Vacancy_1_sum,Vacancy_1_diff,Vacancy_2_sum,Vacancy_2_diff,Vacancy_3_sum,Vacancy_3_diff,Valence_sum,Valence_diff,Valence_aver,Energy_binding
S-Pd,1.7878017789072427,1.2617534942820838,0.8939008894536213,2.6120218579234975,0.20765027322404364,1.3060109289617488,0.341,0.311,1.2237031720177787,0.7948485768710488,0.6118515860088893,2.3846153846153846,1.1538461538461537,1.1923076923076923,2.0952380952380953,0.07936507936507936,1.0476190476190477,0.867,0.27899999999999997,0.594,0.16,0.11,0.102,2.0,0.5,1.0,0.219
S-Sn,1.1889453621346886,0.6628970775095299,0.5944726810673443,2.480874316939891,0.3387978142076503,1.2404371584699454,-0.184,0.21200000000000002,0.49329983712006187,0.06444524197333185,0.24664991856003093,2.5384615384615383,1.3076923076923077,1.2692307692307692,2.3015873015873014,0.2857142857142857,1.1507936507936507,1.331,0.18500000000000005,0.491,0.263,0.113,0.105,1.25,0.25,0.625,0.078
S-Sb,1.1118170266836087,0.5857687420584498,0.5559085133418044,2.530054644808743,0.2896174863387979,1.2650273224043715,-0.08700000000000001,0.105,0.7134351102890428,0.28458051514231286,0.3567175551445214,2.576923076923077,1.3461538461538463,1.2884615384615385,2.3253968253968256,0.30952380952380953,1.1626984126984128,1.322,0.17600000000000005,0.508,0.246,0.062,0.054000000000000006,1.375,0.125,0.6875,0.016
S-Te,1.0548919949174078,0.5288437102922492,0.5274459974587039,2.5573770491803276,0.2622950819672131,1.2786885245901638,-0.06599999999999999,0.076,0.613433453882892,0.18457885873616206,0.306716726941446,2.6153846153846154,1.3846153846153846,1.3076923076923077,2.2777777777777777,0.2619047619047619,1.1388888888888888,1.374,0.2280000000000001,0.573,0.181,0.035,0.027,1.5,0.0,0.75,0.059
S-Hf,1.9529860228716647,1.4269377382465058,0.9764930114358323,2.1202185792349724,0.6994535519125683,1.0601092896174862,-0.482,0.54,1.5981613891726252,1.169306794025895,0.7990806945863126,3.3846153846153846,2.1538461538461537,1.6923076923076923,2.2698412698412698,0.25396825396825395,1.1349206349206349,1.2189999999999999,0.07300000000000006,0.229,0.525,0.077,0.06899999999999999,1.25,0.25,0.625,0.267
S-Ta,2.3468869123252856,1.8208386277001267,1.1734434561626428,2.2295081967213113,0.5901639344262295,1.1147540983606556,-0.711,0.771,2.0310355299119345,1.6021809347652043,1.0155177649559672,3.423076923076923,2.1923076923076925,1.7115384615384615,2.1666666666666665,0.15079365079365079,1.0833333333333333,0.8939999999999999,0.25199999999999995,0.197,0.5569999999999999,0.044,0.036000000000000004,1.375,0.125,0.6875,0.027
S-W,2.7153748411689964,2.1893265565438376,1.3576874205844982,2.33879781420765,0.48087431693989074,1.169398907103825,-0.77,0.8200000000000001,2.2502332771995692,1.8213786820528393,1.1251166385997846,3.4615384615384617,2.230769230769231,1.7307692307692308,2.111111111111111,0.09523809523809523,1.0555555555555556,0.702,0.44399999999999995,0.228,0.526,0.02,0.012,1.5,0.0,0.75,-0.128
S-Re,2.9059720457433293,2.3799237611181705,1.4529860228716647,2.448087431693989,0.371584699453552,1.2240437158469946,-0.668,0.7020000000000001,2.1237942743560723,1.694939679209342,1.0618971371780361,3.5,2.269230769230769,1.75,2.0952380952380953,0.07936507936507936,1.0476190476190477,0.6499999999999999,0.49599999999999994,0.28900000000000003,0.46499999999999997,0.014,0.006,1.625,0.125,0.8125,-0.192
S-Os,3.1330622617534942,2.6070139771283354,1.5665311308767471,2.6120218579234975,0.20765027322404364,1.3060109289617488,-0.235,0.257,2.0398696960494713,1.6110151009027414,1.0199348480247357,3.5384615384615383,2.3076923076923075,1.7692307692307692,2.0793650793650795,0.06349206349206349,1.0396825396825398,0.6639999999999999,0.482,0.361,0.393,0.024,0.016,1.75,0.25,0.875,-0.155
S-Ir,3.1298856416772556,2.6038373570520967,1.5649428208386278,2.6120218579234975,0.20765027322404364,1.3060109289617488,0.316,0.306,1.7157662258785855,1.2869116307318553,0.8578831129392928,3.576923076923077,2.3461538461538463,1.7884615384615385,2.0873015873015874,0.07142857142857142,1.0436507936507937,0.708,0.43799999999999994,0.458,0.296,0.061,0.053000000000000005,1.875,0.375,0.9375,-0.059
S-Pt,2.9949174078780176,2.468869123252859,1.4974587039390088,2.6120218579234975,0.20765027322404364,1.3060109289617488,0.34700000000000003,0.325,1.3415288628771775,0.9126742677304474,0.6707644314385888,3.6153846153846154,2.3846153846153846,1.8076923076923077,2.111111111111111,0.09523809523809523,1.0555555555555556,0.835,0.31099999999999994,0.582,0.17200000000000001,0.098,0.09,2.0,0.5,1.0,0.026
S-Au,2.7153748411689964,2.1893265565438376,1.3576874205844982,2.721311475409836,0.098360655737705,1.360655737704918,0.16299999999999998,0.133,0.9528145101178809,0.5239599149711508,0.47640725505894044,3.6538461538461537,2.423076923076923,1.8269230769230769,2.1507936507936507,0.1349206349206349,1.0753968253968254,1.03,0.11599999999999994,0.6739999999999999,0.08000000000000002,0.14200000000000002,0.134,2.125,0.625,1.0625,0.185
S-U,2.6899618805590855,2.1639135959339266,1.3449809402795427,2.33879781420765,0.48087431693989074,1.169398907103825,-1.47,1.486,0.9919167379841538,0.5630621428374237,0.4959583689920769,4.153846153846154,2.923076923076923,2.076923076923077,2.357142857142857,0.3412698412698413,1.1785714285714286,1.821,0.675,0.606,0.148,0.077,0.06899999999999999,1.5,0.0,0.75,0.249
S-Np,2.8297331639135956,2.303684879288437,1.4148665819567978,2.1202185792349724,0.6994535519125683,1.0601092896174862,-2.781,2.813,0.7208182646384893,0.29196366949175934,0.36040913231924465,4.1923076923076925,2.9615384615384617,2.0961538461538463,2.365079365079365,0.3492063492063492,1.1825396825396826,1.859,0.7130000000000001,0.624,0.13,0.059,0.051000000000000004,1.625,0.125,0.8125,0.348
Sc-Sc,0.7598475222363406,0.0,0.3799237611181703,1.4863387978142077,0.0,0.7431693989071039,-1.084,0.0,2.0033128123015764,0.0,1.0016564061507882,1.6153846153846154,0.0,0.8076923076923077,2.5714285714285716,0.0,1.2857142857142858,1.418,0.0,-0.242,0.0,0.16,0.0,0.75,0.0,0.375,-0.218
Sc-Ti,0.9524777636594663,0.1926302414231258,0.4762388818297332,1.5846994535519128,0.09836065573770487,0.7923497267759564,-1.5190000000000001,0.43099999999999994,2.074538276785468,0.07122546448389144,1.037269138392734,1.6538461538461537,0.038461538461538464,0.8269230769230769,2.4523809523809526,0.11904761904761904,1.2261904761904763,0.97,0.44799999999999995,-0.281,0.03900000000000001,0.096,0.064,0.875,0.125,0.4375,-0.276
Sc-V,1.142312579415502,0.38246505717916135,0.571156289707751,1.633879781420765,0.14754098360655726,0.8169398907103825,-1.988,0.9119999999999999,2.2070507688485215,0.2037379565469453,1.1035253844242607,1.6923076923076923,0.07692307692307693,0.8461538461538461,2.3492063492063493,0.2222222222222222,1.1746031746031746,0.765,0.6529999999999999,-0.207,0.035,0.07200000000000001,0.088,1.0,0.25,0.5,-0.235
Sc-Cr,1.2884371029224906,0.5285895806861499,0.6442185514612453,1.650273224043716,0.1639344262295081,0.825136612021858,-2.409,1.377,2.2053943626977333,0.20208155039615713,1.1026971813488666,1.7307692307692308,0.11538461538461539,0.8653846153846154,2.3015873015873014,0.2698412698412698,1.1507936507936507,0.759,0.6589999999999999,-0.11599999999999999,0.126,0.078,0.082,1.125,0.375,0.5625,-0.149
Sc-Mn,1.3074968233799236,0.5476493011435831,0.6537484116899618,1.5901639344262295,0.10382513661202182,0.7950819672131147,-2.387,1.4209999999999998,1.8404328741407394,0.16287993816083704,0.9202164370703697,1.7692307692307692,0.15384615384615385,0.8846153846153846,2.2936507936507935,0.2777777777777778,1.1468253968253967,0.841,0.577,-0.026999999999999996,0.215,0.099,0.061,1.25,0.5,0.625,-0.04
Sc-Co,1.5057179161372298,0.7458703939008894,0.7528589580686149,1.7704918032786885,0.28415300546448075,0.8852459016393442,1.062,2.1260000000000003,1.9779145846561577,0.025398227645418655,0.9889572923280788,1.8461538461538463,0.23076923076923078,0.9230769230769231,2.2777777777777777,0.29365079365079366,1.1388888888888888,0.699,0.719,-0.007999999999999993,0.23399999999999999,0.096,0.064,1.5,0.75,0.75,0.072
Sc-Ni,1.5108005082592122,0.7509529860228716,0.7554002541296061,1.7868852459016393,0.3005464480874316,0.8934426229508197,0.31199999999999994,1.314,1.9558291693123153,0.047483642989260964,0.9779145846561577,1.8846153846153846,0.2692307692307692,0.9423076923076923,2.2698412698412698,0.30158730158730157,1.1349206349206349,0.814,0.604,0.099,0.34099999999999997,0.126,0.034,1.625,0.875,0.8125,0.151
Sc-Cu,1.5184243964421855,0.7585768742058451,0.7592121982210928,1.7814207650273222,0.29508196721311464,0.8907103825136611,-0.38,0.604,1.7513292659360074,0.2519835463655689,0.8756646329680037,1.9230769230769231,0.3076923076923077,0.9615384615384616,2.3015873015873014,0.2698412698412698,1.1507936507936507,0.963,0.45499999999999996,0.098,0.33999999999999997,0.134,0.026000000000000002,1.75,1.0,0.875,0.13
Sc-Zn,1.2864040660736977,0.5265565438373571,0.6432020330368489,1.6448087431693987,0.15846994535519116,0.8224043715846994,-0.611,0.441,1.3841078872539547,0.6192049250476217,0.6920539436269774,1.9615384615384615,0.34615384615384615,0.9807692307692307,2.3492063492063493,0.2222222222222222,1.1746031746031746,1.036,0.38199999999999995,-0.008999999999999994,0.23299999999999998,0.123,0.037000000000000005,1.875,1.125,0.9375,0.019
Sc-Ga,1.130876747141042,0.37102922490470136,0.565438373570521,1.7322404371584699,0.24590163934426226,0.8661202185792349,-0.678,0.33999999999999997,1.1689062750186345,0.8344065372829418,0.5844531375093173,2.0,0.38461538461538464,1.0,2.3968253968253967,0.1746031746031746,1.1984126984126984,1.112,0.30599999999999994,-0.027999999999999997,0.214,0.12,0.04,0.75,0.0,0.375,-0.033
Sc-Ge,1.056340533672173,0.2964930114358323,0.5281702668360865,1.8415300546448088,0.35519125683060093,0.9207650273224044,-0.592,0.384,1.6705132098390525,0.33279960246252377,0.8352566049195262,2.0384615384615383,0.4230769230769231,1.0192307692307692,2.4285714285714284,0.14285714285714285,1.2142857142857142,1.176,0.24199999999999994,0.037000000000000005,0.279,0.111,0.049,0.875,0.125,0.4375,-0.008
Sc-As,1.1105463786531131,0.3506988564167725,0.5552731893265566,1.9344262295081966,0.44808743169398907,0.9672131147540983,-0.534,0.43,1.6035667945780305,0.3997460177235458,0.8017833972890153,2.076923076923077,0.46153846153846156,1.0384615384615385,2.4603174603174605,0.1111111111111111,1.2301587301587302,1.245,0.17299999999999993,0.10700000000000001,0.349,0.091,0.069,1.0,0.25,0.5,0.064
Sc-Se,0.9922490470139771,0.23240152477763656,0.49612452350698855,2.1366120218579234,0.6502732240437157,1.0683060109289617,-0.486,0.488,1.27449410595478,0.7288187063467962,0.63724705297739,2.1153846153846154,0.5,1.0576923076923077,2.3968253968253967,0.1746031746031746,1.1984126984126984,1.384,0.03399999999999992,0.187,0.429,0.094,0.066,1.125,0.375,0.5625,0.199
Sc-Zr,1.2083862770012705,0.44853875476493005,0.6041931385006353,1.469945355191257,0.016393442622950834,0.7349726775956285,-0.998,0.09400000000000003,2.1761311873671425,0.17281837506556608,1.0880655936835713,2.3461538461538463,0.7307692307692307,1.1730769230769231,2.5555555555555554,0.015873015873015872,1.2777777777777777,1.454,0.03600000000000003,-0.212,0.03,0.14500000000000002,0.015,0.875,0.125,0.4375,-0.339
Sc-Nb,1.468869123252859,0.7090216010165185,0.7344345616264295,1.6174863387978142,0.13114754098360654,0.8087431693989071,-1.263,0.21099999999999997,2.5201115313474864,0.51679871904591,1.2600557656737432,2.3846153846153846,0.7692307692307693,1.1923076923076923,2.4444444444444446,0.12698412698412698,1.2222222222222223,1.104,0.31399999999999995,-0.263,0.02099999999999999,0.133,0.027000000000000003,1.0,0.25,0.5,-0.329
Sc-Mo,1.675984752223634,0.9161372299872934,0.837992376111817,1.923497267759563,0.4371584699453552,0.9617486338797815,-1.31,0.28600000000000003,2.6001711619689147,0.5968583496673384,1.3000855809844574,2.423076923076923,0.8076923076923077,1.2115384615384615,2.388888888888889,0.18253968253968253,1.1944444444444444,0.879,0.5389999999999999,-0.238,0.00399999999999999,0.106,0.054000000000000006,1.125,0.375,0.5625,-0.27
Sc-Ru,1.917407878017789,1.1575603557814484,0.9587039390088945,1.9453551912568308,0.45901639344262296,0.9726775956284154,-0.33499999999999996,0.643,2.440604036109654,0.4372912238080777,1.220302018054827,2.5,0.8846153846153846,1.25,2.3492063492063493,0.2222222222222222,1.1746031746031746,0.831,0.587,-0.104,0.138,0.127,0.033,1.375,0.625,0.6875,0.039
Sc-Rh,1.9555273189326556,1.195679796696315,0.9777636594663278,1.9890710382513659,0.5027322404371583,0.9945355191256829,0.08799999999999997,1.0659999999999998,2.2363139441791127,0.23300113187753635,1.1181569720895563,2.5384615384615383,0.9230769230769231,1.2692307692307692,2.3492063492063493,0.2222222222222222,1.1746031746031746,0.866,0.5519999999999999,-0.010999999999999996,0.23099999999999998,0.14600000000000002,0.013999999999999999,1.5,0.75,0.75,0.148
Sc-Pd,1.9047013977128335,1.144853875476493,0.9523506988564168,1.9453551912568308,0.45901639344262296,0.9726775956284154,-0.14300000000000002,0.839,2.010932280595202,0.007619468293625572,1.005466140297601,2.576923076923077,0.9615384615384616,1.2884615384615385,2.373015873015873,0.1984126984126984,1.1865079365079365,1.003,0.415,0.096,0.33799999999999997,0.186,0.025999999999999995,1.625,0.875,0.8125,0.18
Sc-Sn,1.3058449809402797,0.545997458703939,0.6529224904701398,1.814207650273224,0.3278688524590163,0.907103825136612,-0.675,0.319,1.2805289456974849,0.7227838666040913,0.6402644728487424,2.730769230769231,1.1153846153846154,1.3653846153846154,2.5793650793650795,0.007936507936507936,1.2896825396825398,1.467,0.049000000000000044,-0.006999999999999992,0.235,0.189,0.028999999999999998,0.875,0.125,0.4375,-0.171
Sc-Sb,1.2287166454891996,0.4688691232528589,0.6143583227445998,1.8633879781420766,0.37704918032786866,0.9316939890710383,-0.577,0.421,1.5006642188664658,0.5026485934351103,0.7503321094332329,2.769230769230769,1.1538461538461537,1.3846153846153846,2.6031746031746033,0.031746031746031744,1.3015873015873016,1.458,0.040000000000000036,0.010000000000000009,0.252,0.138,0.022,1.0,0.25,0.5,-0.186
Sc-Te,1.171791613722999,0.41194409148665817,0.5858958068614994,1.890710382513661,0.40437158469945356,0.9453551912568305,-0.561,0.451,1.400662562460315,0.6026502498412611,0.7003312812301575,2.8076923076923075,1.1923076923076923,1.4038461538461537,2.5555555555555554,0.015873015873015872,1.2777777777777777,1.51,0.09200000000000008,0.07500000000000001,0.317,0.111,0.049,1.125,0.375,0.5625,-0.136
Sc-Hf,2.069885641677255,1.310038119440915,1.0349428208386275,1.453551912568306,0.03278688524590167,0.726775956284153,-1.101,0.028999999999999915,2.3853904977500484,0.3820776854484719,1.1926952488750242,3.576923076923077,1.9615384615384615,1.7884615384615385,2.5476190476190474,0.023809523809523808,1.2738095238095237,1.355,0.06299999999999994,-0.269,0.026999999999999996,0.153,0.007000000000000006,0.875,0.125,0.4375,-0.367
Sc-Ta,2.463786531130877,1.703939008894536,1.2318932655654384,1.562841530054645,0.0765027322404371,0.7814207650273225,-1.298,0.244,2.8182646384893575,0.8149518261877812,1.4091323192446787,3.6153846153846154,2.0,1.8076923076923077,2.4444444444444446,0.12698412698412698,1.2222222222222223,1.03,0.38799999999999996,-0.301,0.059,0.12,0.04,1.0,0.25,0.5,-0.405
Sc-W,2.832274459974587,2.0724269377382467,1.4161372299872934,1.6721311475409835,0.18579234972677588,0.8360655737704917,-1.292,0.252,3.0374623857769927,1.034149573475416,1.5187311928884963,3.6538461538461537,2.0384615384615383,1.8269230769230769,2.388888888888889,0.18253968253968253,1.1944444444444444,0.838,0.58,-0.27,0.027999999999999997,0.096,0.064,1.125,0.375,0.5625,-0.37
Sc-Re,3.0228716645489198,2.2630241423125796,1.5114358322744599,1.7814207650273222,0.29508196721311464,0.8907103825136611,-1.115,0.09299999999999997,2.9110233829334953,0.907710570631919,1.4555116914667476,3.6923076923076925,2.076923076923077,1.8461538461538463,2.373015873015873,0.1984126984126984,1.1865079365079365,0.7859999999999999,0.632,-0.209,0.033,0.09,0.07,1.25,0.5,0.625,-0.264
Sc-Os,3.2499618805590846,2.4901143583227445,1.6249809402795423,1.9453551912568308,0.45901639344262296,0.9726775956284154,-0.6679999999999999,0.322,2.8270988046268943,0.8237859923253181,1.4135494023134472,3.730769230769231,2.1153846153846154,1.8653846153846154,2.357142857142857,0.21428571428571427,1.1785714285714286,0.7999999999999999,0.618,-0.137,0.105,0.1,0.06,1.375,0.625,0.6875,-0.086
Sc-Ir,3.246785260482846,2.486937738246506,1.623392630241423,1.9453551912568308,0.45901639344262296,0.9726775956284154,-0.10499999999999998,0.877,2.5029953344560085,0.49968252215443226,1.2514976672280043,3.769230769230769,2.1538461538461537,1.8846153846153846,2.365079365079365,0.20634920634920634,1.1825396825396826,0.844,0.574,-0.039999999999999994,0.202,0.137,0.023,1.5,0.75,0.75,0.075
Sc-Pt,3.111817026683609,2.351969504447268,1.5559085133418045,1.9453551912568308,0.45901639344262296,0.9726775956284154,-0.14100000000000001,0.855,2.1287579714546006,0.1254451591530242,1.0643789857273003,3.8076923076923075,2.1923076923076925,1.9038461538461537,2.388888888888889,0.18253968253968253,1.1944444444444444,0.971,0.44699999999999995,0.08399999999999999,0.32599999999999996,0.174,0.013999999999999999,1.625,0.875,0.8125,0.145
Sc-Au,2.832274459974587,2.0724269377382467,1.4161372299872934,2.054644808743169,0.5683060109289616,1.0273224043715845,-0.33299999999999996,0.651,1.740043618695304,0.2632691936062723,0.870021809347652,3.8461538461538463,2.230769230769231,1.9230769230769231,2.4285714285714284,0.14285714285714285,1.2142857142857142,1.166,0.25199999999999995,0.176,0.418,0.21800000000000003,0.05800000000000001,1.75,1.0,0.875,0.127
Sc-U,2.8068614993646763,2.0470139771283353,1.4034307496823382,1.6721311475409835,0.18579234972677588,0.8360655737704917,-1.944,0.8040000000000002,1.7791458465615768,0.22416696573999945,0.8895729232807884,4.346153846153846,2.730769230769231,2.173076923076923,2.634920634920635,0.06349206349206349,1.3174603174603174,1.9569999999999999,0.539,0.10800000000000001,0.35,0.153,0.007000000000000006,1.125,0.375,0.5625,-0.371
Sc-Np,2.9466327827191865,2.1867852604828464,1.4733163913595932,1.453551912568306,0.03278688524590167,0.726775956284153,-3.338,2.176,1.5080473732159125,0.49526543908566384,0.7540236866079563,4.384615384615385,2.769230769230769,2.1923076923076925,2.642857142857143,0.07142857142857142,1.3214285714285714,1.995,0.5770000000000001,0.126,0.368,0.135,0.025,1.25,0.5,0.625,-0.311
Ti-Ti,1.1451080050825921,0.0,0.5725540025412961,1.6830601092896174,0.0,0.8415300546448087,-1.946,0.0,2.1457637412693593,0.0,1.0728818706346797,1.6923076923076923,0.0,0.8461538461538461,2.3333333333333335,0.0,1.1666666666666667,0.522,0.0,-0.32,0.0,0.032,0.0,1.0,0.0,0.5,-0.28
Ti-V,1.3349428208386278,0.18983481575603556,0.6674714104193139,1.7322404371584699,0.04918032786885238,0.8661202185792349,-2.348,0.4620000000000001,2.278276233332413,0.13251249206305385,1.1391381166662065,1.7307692307692308,0.038461538461538464,0.8653846153846154,2.2301587301587302,0.10317460317460317,1.1150793650793651,0.317,0.20500000000000002,-0.246,0.07400000000000001,0.008,0.024,1.125,0.125,0.5625,-0.241
Ti-Cr,1.4810673443456164,0.3359593392630242,0.7405336721728082,1.7486338797814207,0.06557377049180321,0.8743169398907104,-2.684,0.896,2.2766198271816247,0.1308560859122657,1.1383099135908124,1.7692307692307692,0.07692307692307693,0.8846153846153846,2.1825396825396823,0.15079365079365079,1.0912698412698412,0.311,0.21100000000000002,-0.155,0.165,0.014,0.018000000000000002,1.25,0.25,0.625,-0.193
Ti-Mn,1.5001270648030496,0.3550190597204574,0.7500635324015248,1.6885245901639343,0.005464480874316944,0.8442622950819672,-2.383,0.7170000000000001,1.9116583386246309,0.23410540264472848,0.9558291693123154,1.8076923076923077,0.11538461538461539,0.9038461538461539,2.1746031746031744,0.15873015873015872,1.0873015873015872,0.393,0.129,-0.066,0.254,0.035,0.002999999999999999,1.375,0.375,0.6875,-0.133
Ti-Co,1.6983481575603556,0.5532401524777636,0.8491740787801778,1.8688524590163933,0.18579234972677588,0.9344262295081966,0.659,2.559,2.0491400491400493,0.0966236921293101,1.0245700245700247,1.8846153846153846,0.19230769230769232,0.9423076923076923,2.1587301587301586,0.1746031746031746,1.0793650793650793,0.251,0.271,-0.047,0.273,0.032,0.0,1.625,0.625,0.8125,0.017
Ti-Ni,1.703430749682338,0.5583227445997458,0.851715374841169,1.8852459016393444,0.2021857923497267,0.9426229508196722,-0.06900000000000006,1.7349999999999999,2.0270546337962068,0.11870910747315241,1.0135273168981034,1.9230769230769231,0.23076923076923078,0.9615384615384616,2.1507936507936507,0.18253968253968253,1.0753968253968254,0.366,0.15600000000000003,0.06,0.38,0.062,0.03,1.75,0.75,0.875,0.018
Ti-Cu,1.7110546378653113,0.5659466327827193,0.8555273189326557,1.8797814207650272,0.19672131147540975,0.9398907103825136,-0.843,1.035,1.822554730419899,0.32320901084946035,0.9112773652099495,1.9615384615384615,0.2692307692307692,0.9807692307692307,2.1825396825396823,0.15079365079365079,1.0912698412698412,0.515,0.007000000000000006,0.059,0.379,0.07,0.038,1.875,0.875,0.9375,-0.013
Ti-Zn,1.4790343074968235,0.33392630241423127,0.7395171537484118,1.7431693989071038,0.06010928961748627,0.8715846994535519,-1.022,0.858,1.4553333517378462,0.6904303895315131,0.7276666758689231,2.0,0.3076923076923077,1.0,2.2301587301587302,0.10317460317460317,1.1150793650793651,0.5880000000000001,0.066,-0.048,0.272,0.059,0.026999999999999996,2.0,1.0,1.0,-0.094
Ti-Ga,1.3235069885641677,0.1783989834815756,0.6617534942820839,1.830601092896175,0.14754098360655737,0.9153005464480874,-1.066,0.742,1.240131739502526,0.9056320017668332,0.620065869751263,2.0384615384615383,0.34615384615384615,1.0192307692307692,2.2777777777777777,0.05555555555555555,1.1388888888888888,0.664,0.14200000000000002,-0.067,0.253,0.056,0.024,0.875,0.125,0.4375,-0.141
Ti-Ge,1.2489707750952985,0.1038627700127065,0.6244853875476493,1.9398907103825136,0.256830601092896,0.9699453551912568,-0.99,0.788,1.741738674322944,0.40402506694641527,0.870869337161472,2.076923076923077,0.38461538461538464,1.0384615384615385,2.3095238095238093,0.023809523809523808,1.1547619047619047,0.728,0.20600000000000002,-0.0020000000000000018,0.318,0.047,0.015,1.0,0.0,0.5,-0.124
Ti-As,1.303176620076239,0.15806861499364672,0.6515883100381195,2.0327868852459017,0.3497267759562842,1.0163934426229508,-0.9490000000000001,0.845,1.674792259061922,0.47097148220743723,0.837396129530961,2.1153846153846154,0.4230769230769231,1.0576923076923077,2.3412698412698414,0.007936507936507936,1.1706349206349207,0.797,0.275,0.068,0.388,0.027,0.005000000000000001,1.125,0.125,0.5625,-0.07
Ti-Se,1.1848792884371029,0.039771283354510766,0.5924396442185514,2.2349726775956285,0.5519125683060108,1.1174863387978142,-0.921,0.913,1.3457195704386715,0.8000441708306877,0.6728597852193358,2.1538461538461537,0.46153846153846156,1.0769230769230769,2.2777777777777777,0.05555555555555555,1.1388888888888888,0.936,0.41400000000000003,0.148,0.46799999999999997,0.03,0.002,1.25,0.25,0.625,0.019
Ti-Zr,1.4010165184243963,0.25590851334180426,0.7005082592121982,1.5683060109289617,0.11475409836065571,0.7841530054644809,-1.386,0.506,2.247356651851034,0.10159291058167462,1.123678325925517,2.3846153846153846,0.6923076923076923,1.1923076923076923,2.4365079365079363,0.10317460317460317,1.2182539682539681,1.006,0.484,-0.251,0.069,0.081,0.049,1.0,0.0,0.5,-0.349
Ti-Nb,1.6614993646759848,0.5163913595933927,0.8307496823379924,1.715846994535519,0.03278688524590167,0.8579234972677595,-1.638,0.20200000000000007,2.591336995831378,0.4455732545620186,1.295668497915689,2.423076923076923,0.7307692307692307,1.2115384615384615,2.3253968253968256,0.007936507936507936,1.1626984126984128,0.656,0.134,-0.302,0.018000000000000016,0.069,0.037,1.125,0.125,0.5625,-0.327
Ti-Mo,1.8686149936467598,0.7235069885641676,0.9343074968233799,2.021857923497268,0.3387978142076503,1.010928961748634,-1.667,0.125,2.671396626452806,0.525632885183447,1.335698313226403,2.4615384615384617,0.7692307692307693,1.2307692307692308,2.2698412698412698,0.06349206349206349,1.1349206349206349,0.43100000000000005,0.091,-0.277,0.043,0.041999999999999996,0.009999999999999998,1.25,0.25,0.625,-0.27
Ti-Ru,2.1100381194409152,0.9649301143583227,1.0550190597204576,2.0437158469945356,0.3606557377049181,1.0218579234972678,-0.643,1.055,2.5118295005935454,0.3660657593241863,1.2559147502967727,2.5384615384615383,0.8461538461538461,1.2692307692307692,2.2301587301587302,0.10317460317460317,1.1150793650793651,0.383,0.139,-0.14300000000000002,0.177,0.063,0.031,1.5,0.5,0.75,0.009
Ti-Rh,2.148157560355781,1.0030495552731893,1.0740787801778906,2.0874316939890707,0.4043715846994534,1.0437158469945353,-0.30100000000000005,1.467,2.307539408663004,0.1617756673936449,1.153769704331502,2.576923076923077,0.8846153846153846,1.2884615384615385,2.2301587301587302,0.10317460317460317,1.1150793650793651,0.41800000000000004,0.10400000000000001,-0.05,0.27,0.082,0.05,1.625,0.625,0.8125,0.07
Ti-Pd,2.0973316391359593,0.9522236340533672,1.0486658195679797,2.0437158469945356,0.3606557377049181,1.0218579234972678,-0.538,1.248,2.0821577450790936,0.06360599619026587,1.0410788725395468,2.6153846153846154,0.9230769230769231,1.3076923076923077,2.253968253968254,0.07936507936507936,1.126984126984127,0.5549999999999999,0.032999999999999974,0.056999999999999995,0.377,0.122,0.09,1.75,0.75,0.875,0.032
Ti-Sn,1.4984752223634052,0.35336721728081316,0.7492376111817026,1.9125683060109289,0.22950819672131142,0.9562841530054644,-1.073,0.7170000000000001,1.3517544101813763,0.7940093310879828,0.6758772050906882,2.769230769230769,1.0769230769230769,1.3846153846153846,2.4603174603174605,0.12698412698412698,1.2301587301587302,1.0190000000000001,0.497,-0.046,0.274,0.125,0.093,1.0,0.0,0.5,-0.247
Ti-Sb,1.4213468869123254,0.2762388818297331,0.7106734434561627,1.9617486338797812,0.2786885245901638,0.9808743169398906,-0.974,0.8200000000000001,1.5718896833503573,0.5738740579190017,0.7859448416751786,2.8076923076923075,1.1153846153846154,1.4038461538461537,2.484126984126984,0.15079365079365079,1.242063492063492,1.01,0.488,-0.028999999999999998,0.29100000000000004,0.07400000000000001,0.042,1.125,0.125,0.5625,-0.241
Ti-Te,1.3644218551461245,0.2193138500635324,0.6822109275730622,1.989071038251366,0.30601092896174864,0.994535519125683,-0.9570000000000001,0.847,1.4718880269442065,0.6738757143251526,0.7359440134721033,2.8461538461538463,1.1538461538461537,1.4230769230769231,2.4365079365079363,0.10317460317460317,1.2182539682539681,1.062,0.54,0.036000000000000004,0.356,0.047,0.015,1.25,0.25,0.625,-0.202
Ti-Hf,2.2625158831003813,1.1174078780177892,1.1312579415501907,1.5519125683060109,0.13114754098360654,0.7759562841530054,-1.508,0.3839999999999999,2.45661596223394,0.3108522209645805,1.22830798111697,3.6153846153846154,1.9230769230769231,1.8076923076923077,2.4285714285714284,0.09523809523809523,1.2142857142857142,0.907,0.385,-0.308,0.01200000000000001,0.089,0.056999999999999995,1.0,0.0,0.5,-0.365
