,Elements,Density_sum,Density_diff,Density_aver,Eneg_sum,Eneg_diff,Eneg_aver,Magnetic_sum,Magnetic_diff,Melting_sum,Melting_diff,Melting_aver,Number_sum,Number_diff,Number_aver,Radius_sum,Radius_diff,Radius_aver,Vacancy_1_sum,Vacancy_1_diff,Vacancy_2_sum,Vacancy_2_diff,Vacancy_3_sum,Vacancy_3_diff,Valence_sum,Valence_diff,Valence_aver,Energy_binding
377,Co-Sn,2.051715374841169,0.1998729351969503,1.0258576874205845,2.0983606557377046,0.0437158469945355,1.0491803278688523,1.368,1.752,1.2551307180520663,0.6973856389586727,0.6275653590260332,2.9615384615384617,0.8846153846153846,1.4807692307692308,2.2857142857142856,0.3015873015873015,1.1428571428571428,0.748,0.768,0.227,0.001,0.125,0.093,1.625,0.625,0.8125,0.048
378,Co-Sb,1.9745870393900888,0.2770012706480304,0.9872935196950444,2.1475409836065573,0.0928961748633879,1.0737704918032789,1.4369999999999998,1.617,1.4752659912210473,0.4772503657896916,0.7376329956105236,3.0,0.9230769230769232,1.5,2.3095238095238093,0.3253968253968254,1.1547619047619049,0.739,0.759,0.244,0.018,0.074,0.042,1.75,0.5,0.875,0.035
379,Co-Te,1.917662007623888,0.3339263024142311,0.958831003811944,2.174863387978142,0.1202185792349727,1.087431693989071,1.4349999999999998,1.583,1.3752643348148963,0.5772520221958425,0.6876321674074483,3.0384615384615383,0.9615384615384616,1.5192307692307692,2.261904761904762,0.2777777777777778,1.130952380952381,0.791,0.811,0.309,0.083,0.047,0.015,1.875,0.375,0.9375,0.01
380,Co-Hf,2.815756035578145,0.5641677255400256,1.4078780177890724,1.7377049180327866,0.3169398907103824,0.8688524590163933,1.022,2.1420000000000003,2.3599922701046294,0.4074759130938906,1.1799961350523147,3.807692307692308,1.7307692307692308,1.9038461538461535,2.253968253968254,0.2698412698412698,1.126984126984127,0.636,0.656,-0.0349999999999999,0.261,0.089,0.0569999999999999,1.625,0.625,0.8125,0.034
381,Co-Ta,3.2096569250317657,0.9580686149936466,1.6048284625158828,1.8469945355191253,0.2076502732240436,0.9234972677595628,0.813,2.349,2.792866410843939,0.8403500538331998,1.3964332054219697,3.8461538461538463,1.7692307692307692,1.9230769230769231,2.1507936507936507,0.1666666666666666,1.0753968253968254,0.311,0.331,-0.0669999999999999,0.293,0.056,0.024,1.75,0.5,0.875,-0.015
382,Co-W,3.5781448538754765,1.3265565438373572,1.7890724269377385,1.9562841530054644,0.0983606557377048,0.9781420765027322,0.8230000000000001,2.353,3.0120641581315737,1.0595478011208348,1.5060320790657868,3.8846153846153846,1.807692307692308,1.9423076923076923,2.095238095238096,0.1111111111111111,1.0476190476190477,0.119,0.139,-0.0359999999999999,0.262,0.032,0.0,1.875,0.375,0.9375,-0.068
383,Co-Re,3.7687420584498095,1.5171537484116902,1.8843710292249047,2.065573770491803,0.0109289617486338,1.0327868852459017,0.996,2.22,2.8856251552880767,0.9331087982773376,1.4428125776440384,3.923076923076923,1.8461538461538465,1.9615384615384612,2.0793650793650795,0.0952380952380952,1.0396825396825398,0.067,0.087,0.025,0.201,0.026,0.006,2.0,0.25,1.0,-0.107
384,Co-Os,3.9958322744599744,1.744243964421855,1.9979161372299872,2.2295081967213117,0.1748633879781422,1.1147540983606556,1.48,1.854,2.801700576981476,0.8491842199707368,1.400850288490738,3.9615384615384617,1.8846153846153848,1.9807692307692308,2.063492063492064,0.0793650793650793,1.031746031746032,0.081,0.1009999999999999,0.097,0.129,0.036,0.004,2.125,0.125,1.0625,-0.13
385,Co-Ir,3.992655654383736,1.7410673443456164,1.996327827191868,2.2295081967213117,0.1748633879781422,1.1147540983606556,2.205,1.253,2.47759710681059,0.5250807497998509,1.238798553405295,4.0,1.9230769230769231,2.0,2.071428571428572,0.0873015873015873,1.0357142857142858,0.125,0.145,0.194,0.032,0.073,0.041,2.25,0.0,1.125,-0.081
386,Co-Pt,3.8576874205844978,1.6060991105463789,1.9288437102922489,2.2295081967213117,0.1748633879781422,1.1147540983606556,2.191,1.329,2.103359743809182,0.1508433867984428,1.051679871904591,4.038461538461538,1.9615384615384612,2.019230769230769,2.095238095238096,0.1111111111111111,1.0476190476190477,0.252,0.272,0.318,0.0919999999999999,0.11,0.078,2.375,0.125,1.1875,-0.059
387,Co-Au,3.5781448538754765,1.3265565438373572,1.7890724269377385,2.3387978142076498,0.2841530054644808,1.1693989071038249,1.933,1.5450000000000002,1.7146453910498851,0.2378709659608537,0.8573226955249427,4.076923076923077,2.0,2.0384615384615383,2.134920634920635,0.1507936507936507,1.0674603174603174,0.447,0.467,0.41,0.184,0.154,0.122,2.5,0.25,1.25,-0.046
388,Co-U,3.5527318932655656,1.3011435832274465,1.7763659466327828,1.9562841530054644,0.0983606557377048,0.9781420765027322,0.2230000000000001,2.837,1.7537476189161585,0.1987687380945808,0.8768738094580791,4.576923076923077,2.5,2.2884615384615383,2.3412698412698414,0.3571428571428571,1.1706349206349207,1.238,1.258,0.342,0.116,0.089,0.0569999999999999,1.875,0.375,0.9375,-0.073
389,Co-Np,3.692503176620076,1.4409148665819569,1.846251588310038,1.7377049180327866,0.3169398907103824,0.8688524590163933,-1.106,4.216,1.482649145570494,0.4698672114402452,0.741324572785247,4.615384615384615,2.5384615384615383,2.3076923076923075,2.3492063492063493,0.365079365079365,1.1746031746031746,1.276,1.296,0.36,0.134,0.071,0.039,2.0,0.25,1.0,-0.072
390,Ni-Ni,2.261753494282084,0.0,1.130876747141042,2.0874316939890707,0.0,1.0437158469945351,1.716,0.002,1.9083455263230544,0.0,0.9541727631615272,2.1538461538461537,0.0,1.0769230769230769,1.968253968253968,0.0,0.984126984126984,0.21,0.0,0.44,0.0,0.092,0.0,2.5,0.0,1.25,-0.03
391,Ni-Cu,2.269377382465057,0.0076238881829733,1.1346886912325285,2.081967213114754,0.0054644808743169,1.040983606557377,0.975,0.707,1.7038456229467465,0.2044999033763079,0.8519228114733732,2.1923076923076925,0.0384615384615384,1.0961538461538465,2.0,0.0317460317460317,1.0,0.359,0.149,0.439,0.001,0.1,0.008,2.625,0.125,1.3125,0.131
392,Ni-Zn,2.037357052096569,0.2243964421855146,1.0186785260482845,1.9453551912568303,0.1420765027322404,0.9726775956284152,0.751,0.901,1.3366242442646938,0.5717212820583608,0.6683121221323469,2.230769230769231,0.0769230769230769,1.1153846153846154,2.0476190476190474,0.0793650793650793,1.0238095238095235,0.432,0.222,0.332,0.108,0.089,0.003,2.75,0.25,1.375,0.08
393,Ni-Ga,1.8818297331639136,0.3799237611181703,0.9409148665819568,2.032786885245901,0.0546448087431693,1.0163934426229506,0.603,0.939,1.1214226320293736,0.7869228942936808,0.5607113160146868,2.269230769230769,0.1153846153846153,1.1346153846153846,2.095238095238096,0.1269841269841269,1.0476190476190477,0.508,0.298,0.313,0.127,0.086,0.0059999999999999,1.625,0.875,0.8125,0.106
394,Ni-Ge,1.8072935196950448,0.4544599745870394,0.9036467598475224,2.14207650273224,0.0546448087431693,1.07103825136612,0.623,0.847,1.6230295668497916,0.2853159594732628,0.8115147834248958,2.3076923076923075,0.1538461538461538,1.1538461538461535,2.126984126984127,0.1587301587301587,1.0634920634920637,0.5720000000000001,0.362,0.378,0.062,0.077,0.015,1.75,0.75,0.875,0.137
395,Ni-As,1.8614993646759848,0.4002541296060991,0.9307496823379924,2.2349726775956285,0.1475409836065575,1.1174863387978142,0.653,0.7889999999999999,1.5560831515887696,0.3522623747342848,0.7780415757943848,2.3461538461538463,0.1923076923076923,1.1730769230769231,2.1587301587301586,0.1904761904761904,1.0793650793650793,0.641,0.431,0.448,0.008,0.0569999999999999,0.035,1.875,0.625,0.9375,0.127
396,Ni-Se,1.743202033036849,0.5185514612452351,0.8716010165184245,2.4371584699453552,0.3497267759562841,1.2185792349726776,0.732,0.766,1.2270104629655192,0.6813350633575352,0.6135052314827596,2.3846153846153846,0.2307692307692307,1.1923076923076923,2.095238095238096,0.1269841269841269,1.0476190476190477,0.78,0.5700000000000001,0.528,0.088,0.06,0.032,2.0,0.5,1.0,0.123
397,Ni-Zr,1.9593392630241424,0.3024142312579416,0.9796696315120712,1.7704918032786885,0.3169398907103824,0.8852459016393442,0.393,1.211,2.1286475443778814,0.220302018054827,1.0643237721889407,2.6153846153846154,0.4615384615384615,1.3076923076923077,2.253968253968254,0.2857142857142857,1.126984126984127,0.85,0.64,0.129,0.311,0.111,0.019,1.75,0.75,0.875,0.026
398,Ni-Nb,2.2198221092757304,0.0419313850063532,1.1099110546378652,1.9180327868852456,0.169398907103825,0.9590163934426228,0.1060000000000001,1.514,2.4726278883582253,0.564282362035171,1.236313944179113,2.6538461538461537,0.5,1.3269230769230769,2.142857142857143,0.1746031746031746,1.0714285714285714,0.5,0.29,0.078,0.362,0.099,0.0069999999999999,1.875,0.625,0.9375,-0.059
399,Ni-Mo,2.426937738246506,0.1651842439644217,1.213468869123253,2.2240437158469946,0.1366120218579236,1.1120218579234973,0.0339999999999999,1.608,2.5526875189796536,0.6443419926565994,1.2763437594898268,2.6923076923076925,0.5384615384615384,1.3461538461538465,2.0873015873015874,0.119047619047619,1.0436507936507935,0.275,0.065,0.103,0.337,0.072,0.02,2.0,0.5,1.0,-0.139
400,Ni-Ru,2.6683608640406606,0.4066073697585767,1.3341804320203303,2.2459016393442623,0.1584699453551914,1.1229508196721312,1.183,0.593,2.3931203931203933,0.4847748667973386,1.1965601965601966,2.769230769230769,0.6153846153846154,1.3846153846153846,2.0476190476190474,0.0793650793650793,1.0238095238095235,0.2269999999999999,0.017,0.237,0.203,0.093,0.001,2.25,0.25,1.125,-0.16
401,Ni-Rh,2.7064803049555275,0.4447268106734434,1.3532401524777635,2.289617486338797,0.2021857923497267,1.1448087431693987,1.585,0.2289999999999999,2.188830301189852,0.2804847748667973,1.0944151505949258,2.8076923076923075,0.6538461538461539,1.4038461538461535,2.0476190476190474,0.0793650793650793,1.0238095238095235,0.262,0.052,0.33,0.11,0.112,0.02,2.375,0.125,1.1875,-0.079
402,Ni-Pd,2.655654383735705,0.3939008894536213,1.3278271918678526,2.2459016393442623,0.1584699453551914,1.1229508196721312,1.256,0.48,1.963448637605941,0.0551031112828865,0.9817243188029704,2.8461538461538463,0.6923076923076923,1.4230769230769231,2.071428571428572,0.1031746031746031,1.0357142857142858,0.3989999999999999,0.189,0.437,0.003,0.152,0.06,2.5,0.0,1.25,-0.019
403,Ni-Sn,2.0567979669631518,0.2049555273189327,1.0283989834815757,2.114754098360656,0.0273224043715847,1.0573770491803278,0.5449999999999999,0.921,1.233045302708224,0.6753002236148304,0.616522651354112,3.0,0.8461538461538461,1.5,2.2777777777777777,0.3095238095238095,1.1388888888888888,0.863,0.653,0.334,0.106,0.155,0.063,1.75,0.75,0.875,0.185
404,Ni-Sb,1.9796696315120712,0.2820838627700128,0.9898348157560356,2.163934426229508,0.0765027322404371,1.081967213114754,0.629,0.8049999999999999,1.453180575877205,0.4551649504458493,0.7265902879386025,3.0384615384615383,0.8846153846153846,1.5192307692307692,2.3015873015873014,0.3333333333333333,1.1507936507936507,0.854,0.644,0.351,0.089,0.104,0.012,1.875,0.625,0.9375,0.134
405,Ni-Te,1.9227445997458703,0.3390088945362134,0.9613722998729352,2.191256830601093,0.1038251366120219,1.0956284153005464,0.6459999999999999,0.786,1.3531789194710542,0.5551666068520001,0.6765894597355271,3.076923076923077,0.9230769230769232,1.5384615384615383,2.253968253968254,0.2857142857142857,1.126984126984127,0.906,0.6960000000000001,0.416,0.0239999999999999,0.077,0.015,2.0,0.5,1.0,0.077
406,Ni-Hf,2.820838627700127,0.5590851334180432,1.4104193138500636,1.7540983606557377,0.3333333333333332,0.8770491803278688,0.269,1.3330000000000002,2.3379068547607877,0.4295613284377329,1.1689534273803937,3.8461538461538463,1.6923076923076923,1.9230769230769231,2.246031746031746,0.2777777777777778,1.123015873015873,0.751,0.541,0.072,0.368,0.119,0.0269999999999999,1.75,0.75,0.875,0.049
407,Ni-Ta,3.214739517153748,0.9529860228716645,1.607369758576874,1.8633879781420768,0.2240437158469944,0.9316939890710384,0.07,1.54,2.7707809955000964,0.8624354691770422,1.3853904977500482,3.8846153846153846,1.7307692307692308,1.9423076923076923,2.142857142857143,0.1746031746031746,1.0714285714285714,0.426,0.216,0.04,0.4,0.086,0.0059999999999999,1.875,0.625,0.9375,-0.06
408,Ni-W,3.583227445997459,1.3214739517153749,1.7916137229987297,1.972677595628415,0.1147540983606557,0.9863387978142076,0.066,1.548,2.989978742787732,1.0816332164646771,1.4949893713938658,3.923076923076923,1.7692307692307692,1.9615384615384612,2.0873015873015874,0.119047619047619,1.0436507936507935,0.2339999999999999,0.024,0.071,0.369,0.062,0.03,2.0,0.5,1.0,-0.152
409,Ni-Re,3.773824650571792,1.5120711562897078,1.886912325285896,2.081967213114754,0.0054644808743169,1.040983606557377,0.203,1.411,2.863539739944234,0.9551942136211798,1.431769869972117,3.9615384615384617,1.807692307692308,1.9807692307692308,2.071428571428572,0.1031746031746031,1.0357142857142858,0.182,0.0279999999999999,0.132,0.308,0.056,0.036,2.125,0.375,1.0625,-0.216
410,Ni-Os,4.000914866581957,1.7391613722998729,2.0004574332909786,2.2459016393442623,0.1584699453551914,1.1229508196721312,0.6659999999999999,1.018,2.7796151616376337,0.8712696353145791,1.3898075808188168,4.0,1.8461538461538465,2.0,2.055555555555556,0.0873015873015873,1.0277777777777777,0.196,0.0139999999999999,0.204,0.236,0.066,0.026,2.25,0.25,1.125,-0.24
411,Ni-Ir,3.997738246505718,1.735984752223634,1.998869123252859,2.2459016393442623,0.1584699453551914,1.1229508196721312,1.394,0.404,2.4555116914667474,0.5471661651436932,1.2277558457333737,4.038461538461538,1.8846153846153848,2.019230769230769,2.063492063492064,0.0952380952380952,1.031746031746032,0.24,0.03,0.301,0.139,0.103,0.011,2.375,0.125,1.1875,-0.137
412,Ni-Pt,3.86277001270648,1.6010165184243963,1.93138500635324,2.2459016393442623,0.1584699453551914,1.1229508196721312,1.3,0.466,2.0812743284653394,0.1729288021422851,1.0406371642326695,4.076923076923077,1.9230769230769231,2.0384615384615383,2.0873015873015874,0.119047619047619,1.0436507936507935,0.367,0.157,0.425,0.015,0.14,0.048,2.5,0.0,1.25,-0.077
413,Ni-Au,3.583227445997459,1.3214739517153749,1.7916137229987297,2.355191256830601,0.26775956284153,1.1775956284153004,0.952,0.648,1.692559975706043,0.2157855506170113,0.8462799878530215,4.115384615384615,1.9615384615384612,2.0576923076923075,2.126984126984127,0.1587301587301587,1.0634920634920637,0.562,0.352,0.517,0.0769999999999999,0.184,0.092,2.625,0.125,1.3125,0.02
414,Ni-U,3.5578144853875475,1.296060991105464,1.7789072426937738,1.972677595628415,0.1147540983606557,0.9863387978142076,-0.556,2.072,1.731662203572316,0.1766833227507384,0.865831101786158,4.615384615384615,2.4615384615384617,2.3076923076923075,2.333333333333333,0.365079365079365,1.1666666666666667,1.353,1.143,0.449,0.009,0.119,0.0269999999999999,2.0,0.5,1.0,-0.155
415,Ni-Np,3.6975857687420586,1.4358322744599743,1.8487928843710293,1.7540983606557377,0.3333333333333332,0.8770491803278688,-1.854,3.42,1.4605637302266516,0.4477817960964029,0.7302818651133258,4.653846153846154,2.5,2.326923076923077,2.3412698412698414,0.373015873015873,1.1706349206349207,1.391,1.181,0.4669999999999999,0.0269999999999999,0.101,0.009,2.125,0.375,1.0625,-0.158
416,Cu-Cu,2.2770012706480305,0.0,1.1385006353240152,2.076502732240437,0.0,1.0382513661202184,0.268,0.0,1.4993457195704385,0.0,0.7496728597852192,2.230769230769231,0.0,1.1153846153846154,2.031746031746032,0.0,1.0158730158730158,0.508,0.0,0.438,0.0,0.108,0.0,2.75,0.0,1.375,0.197
417,Cu-Zn,2.0449809402795425,0.232020330368488,1.0224904701397712,1.9398907103825136,0.1366120218579234,0.9699453551912568,0.036,0.192,1.132124340888386,0.3672213786820528,0.5660621704441929,2.269230769230769,0.0384615384615384,1.1346153846153846,2.0793650793650795,0.0476190476190476,1.0396825396825398,0.581,0.073,0.331,0.107,0.097,0.011,2.875,0.125,1.4375,0.198
418,Cu-Ga,1.889453621346887,0.3875476493011436,0.9447268106734436,2.0273224043715845,0.0491803278688523,1.0136612021857925,-0.049,0.279,0.9169227286530656,0.5824229909173728,0.4584613643265328,2.3076923076923075,0.0769230769230769,1.1538461538461535,2.126984126984127,0.0952380952380952,1.0634920634920637,0.657,0.149,0.312,0.126,0.094,0.0139999999999999,1.75,1.0,0.875,0.213
419,Cu-Ge,1.8149174078780177,0.4620838627700128,0.9074587039390088,2.1366120218579234,0.0601092896174862,1.0683060109289615,0.004,0.224,1.4185296634734836,0.0808160560969549,0.7092648317367418,2.3461538461538463,0.1153846153846153,1.1730769230769231,2.1587301587301586,0.1269841269841269,1.0793650793650793,0.7210000000000001,0.213,0.377,0.061,0.0849999999999999,0.023,1.875,0.875,0.9375,0.196
420,Cu-As,1.869123252858958,0.4078780177890725,0.934561626429479,2.2295081967213117,0.1530054644808744,1.1147540983606556,0.0519999999999999,0.184,1.3515832482124617,0.1477624713579769,0.6757916241062308,2.3846153846153846,0.1538461538461538,1.1923076923076923,2.1904761904761907,0.1587301587301587,1.0952380952380951,0.79,0.282,0.447,0.009,0.065,0.043,2.0,0.75,1.0,0.146
421,Cu-Se,1.750825921219822,0.5261753494282085,0.875412960609911,2.4316939890710376,0.355191256830601,1.2158469945355188,0.123,0.143,1.0225105595892112,0.4768351599812274,0.5112552797946056,2.423076923076923,0.1923076923076923,1.2115384615384617,2.126984126984127,0.0952380952380952,1.0634920634920637,0.929,0.421,0.527,0.089,0.068,0.04,2.125,0.625,1.0625,0.144
422,Cu-Zr,1.966963151207116,0.310038119440915,0.983481575603558,1.7650273224043715,0.3114754098360655,0.8825136612021858,-0.3339999999999999,0.516,1.9241476410015732,0.4248019214311349,0.9620738205007868,2.6538461538461537,0.4230769230769231,1.3269230769230769,2.2857142857142856,0.2539682539682539,1.1428571428571428,0.999,0.491,0.128,0.31,0.119,0.011,1.875,0.875,0.9375,0.029
423,Cu-Nb,2.227445997458704,0.0495552731893266,1.113722998729352,1.9125683060109289,0.1639344262295081,0.9562841530054644,-0.658,0.82,2.2681279849819176,0.7687822654114789,1.1340639924909588,2.6923076923076925,0.4615384615384615,1.3461538461538465,2.1746031746031744,0.1428571428571428,1.0873015873015872,0.649,0.141,0.077,0.361,0.107,0.001,2.0,0.75,1.0,-0.051
424,Cu-Mo,2.434561626429479,0.1575603557814483,1.2172808132147397,2.218579234972678,0.1420765027322405,1.109289617486339,-0.761,0.921,2.348187615603346,0.8488418960329073,1.174093807801673,2.730769230769231,0.5,1.3653846153846154,2.119047619047619,0.0873015873015873,1.0595238095238095,0.424,0.0839999999999999,0.102,0.336,0.08,0.028,2.125,0.625,1.0625,-0.096
425,Cu-Ru,2.675984752223634,0.3989834815756033,1.337992376111817,2.240437158469945,0.1639344262295083,1.1202185792349726,0.214,0.008,2.188620489744085,0.6892747701736466,1.0943102448720423,2.8076923076923075,0.5769230769230769,1.4038461538461535,2.0793650793650795,0.0476190476190476,1.0396825396825398,0.376,0.132,0.236,0.202,0.101,0.0069999999999999,2.375,0.375,1.1875,-0.046
426,Cu-Rh,2.7141041931385006,0.43710292249047,1.3570520965692503,2.2841530054644807,0.2076502732240436,1.1420765027322404,0.728,0.472,1.984330397813544,0.4849846782431052,0.992165198906772,2.8461538461538463,0.6153846153846154,1.4230769230769231,2.0793650793650795,0.0476190476190476,1.0396825396825398,0.411,0.097,0.329,0.109,0.12,0.012,2.5,0.25,1.25,0.044
427,Cu-Pd,2.6632782719186787,0.3862770012706479,1.3316391359593394,2.240437158469945,0.1639344262295083,1.1202185792349726,0.505,0.2309999999999999,1.758948734229633,0.2596030146591944,0.8794743671148165,2.8846153846153846,0.6538461538461539,1.4423076923076923,2.1031746031746037,0.0714285714285714,1.0515873015873016,0.548,0.0399999999999999,0.436,0.002,0.16,0.052,2.625,0.125,1.3125,0.155
428,Cu-Sn,2.0644218551461244,0.2125794155019061,1.0322109275730622,2.1092896174863385,0.0327868852459016,1.0546448087431692,-0.0699999999999999,0.286,1.028545399331916,0.4708003202385225,0.514272699665958,3.0384615384615383,0.8076923076923077,1.5192307692307692,2.3095238095238093,0.2777777777777778,1.1547619047619049,1.012,0.504,0.333,0.105,0.163,0.055,1.875,0.875,0.9375,0.242
429,Cu-Sb,1.9872935196950443,0.2897077509529862,0.9936467598475224,2.158469945355191,0.081967213114754,1.0792349726775956,0.018,0.19,1.248680672500897,0.2506650470695414,0.6243403362504485,3.076923076923077,0.8461538461538461,1.5384615384615383,2.333333333333333,0.3015873015873015,1.1666666666666667,1.003,0.495,0.35,0.088,0.112,0.004,2.0,0.75,1.0,0.127
430,Cu-Te,1.930368487928844,0.3466327827191868,0.9651842439644218,2.185792349726776,0.1092896174863388,1.092896174863388,0.034,0.166,1.1486790160947462,0.3506667034756922,0.5743395080473731,3.1153846153846154,0.8846153846153846,1.5576923076923077,2.2857142857142856,0.2539682539682539,1.1428571428571428,1.0550000000000002,0.547,0.415,0.0229999999999999,0.0849999999999999,0.023,2.125,0.625,1.0625,0.035
431,Cu-Hf,2.8284625158831007,0.5514612452350699,1.4142312579415504,1.7486338797814207,0.3278688524590163,0.8743169398907104,-0.4580000000000001,0.634,2.13340695138448,0.6340612318140408,1.0667034756922398,3.8846153846153846,1.6538461538461535,1.9423076923076923,2.2777777777777777,0.246031746031746,1.1388888888888888,0.9,0.392,0.071,0.367,0.127,0.0189999999999999,1.875,0.875,0.9375,0.031
432,Cu-Ta,3.2223634053367216,0.9453621346886908,1.6111817026683608,1.8579234972677596,0.2185792349726775,0.9289617486338796,-0.6940000000000001,0.848,2.5662810921237886,1.06693537255335,1.2831405460618943,3.923076923076923,1.6923076923076923,1.9615384615384612,2.1746031746031744,0.1428571428571428,1.0873015873015872,0.575,0.067,0.039,0.399,0.094,0.0139999999999999,2.0,0.75,1.0,-0.071
433,Cu-W,3.590851334180432,1.3138500635324015,1.795425667090216,1.967213114754098,0.1092896174863387,0.983606557377049,-0.7130000000000001,0.863,2.7854788394114234,1.286133119840985,1.3927394197057117,3.9615384615384617,1.7307692307692308,1.9807692307692308,2.119047619047619,0.0873015873015873,1.0595238095238095,0.383,0.125,0.07,0.368,0.07,0.038,2.125,0.625,1.0625,-0.129
434,Cu-Re,3.781448538754765,1.5044472681067345,1.8907242693773825,2.076502732240437,0.0,1.0382513661202184,-0.5770000000000001,0.737,2.6590398365679264,1.1596941169974877,1.3295199182839632,4.0,1.7692307692307692,2.0,2.1031746031746037,0.0714285714285714,1.0515873015873016,0.331,0.177,0.131,0.307,0.064,0.044,2.25,0.5,1.125,-0.136
435,Cu-Os,4.00853875476493,1.7315374841168991,2.004269377382465,2.240437158469945,0.1639344262295083,1.1202185792349726,-0.158,0.356,2.575115258261325,1.075769538690887,1.2875576291306627,4.038461538461538,1.807692307692308,2.019230769230769,2.0873015873015874,0.0555555555555555,1.0436507936507935,0.345,0.163,0.203,0.235,0.074,0.034,2.375,0.375,1.1875,-0.108
436,Cu-Ir,4.005362134688691,1.7283608640406607,2.0026810673443456,2.240437158469945,0.1639344262295083,1.1202185792349726,0.538,0.292,2.25101178809044,0.7516660685200012,1.1255058940452198,4.076923076923077,1.8461538461538465,2.0384615384615383,2.095238095238096,0.0634920634920634,1.0476190476190477,0.389,0.119,0.3,0.138,0.111,0.003,2.5,0.25,1.25,-0.017
437,Cu-Pt,3.8703939008894537,1.593392630241423,1.9351969504447268,2.240437158469945,0.1639344262295083,1.1202185792349726,0.512,0.248,1.876774425089032,0.3774287055185931,0.9383872125445158,4.115384615384615,1.8846153846153848,2.0576923076923075,2.119047619047619,0.0873015873015873,1.0595238095238095,0.516,0.008,0.424,0.014,0.148,0.04,2.625,0.125,1.3125,0.084
438,Cu-Au,3.590851334180432,1.3138500635324015,1.795425667090216,2.349726775956284,0.2732240437158469,1.174863387978142,0.299,0.0289999999999999,1.488060072329735,0.0112856472407034,0.7440300361648675,4.153846153846154,1.9230769230769231,2.076923076923077,2.1587301587301586,0.1269841269841269,1.0793650793650793,0.7110000000000001,0.203,0.516,0.0779999999999999,0.192,0.084,2.75,0.0,1.375,0.187
439,Cu-U,3.565438373570521,1.2884371029224906,1.7827191867852603,1.967213114754098,0.1092896174863387,0.983606557377049,-1.253,1.397,1.527162300196008,0.0278165806255694,0.763581150098004,4.653846153846154,2.423076923076923,2.326923076923077,2.365079365079365,0.3333333333333333,1.1825396825396826,1.502,0.994,0.448,0.01,0.127,0.0189999999999999,2.125,0.625,1.0625,-0.182
440,Cu-Np,3.705209656925032,1.428208386277001,1.852604828462516,1.7486338797814207,0.3278688524590163,0.8743169398907104,-2.653,2.789,1.2560638268503437,0.2432818927200949,0.6280319134251718,4.6923076923076925,2.4615384615384617,2.3461538461538463,2.373015873015873,0.3412698412698413,1.1865079365079363,1.54,1.032,0.4659999999999999,0.0279999999999999,0.109,0.001,2.25,0.5,1.125,-0.161
441,Zn-Zn,1.812960609911055,0.0,0.9064803049555272,1.80327868852459,0.0,0.901639344262295,-0.15,0.0,0.7649029622063328,0.0,0.3824514811031664,2.3076923076923075,0.0,1.1538461538461535,2.126984126984127,0.0,1.0634920634920637,0.654,0.0,0.224,0.0,0.086,0.0,3.0,0.0,1.5,0.128
442,Zn-Ga,1.657433290978399,0.1555273189326556,0.8287166454891995,1.890710382513661,0.0874316939890711,0.9453551912568304,-0.2339999999999999,0.088,0.5497013499710128,0.21520161223532,0.2748506749855064,2.3461538461538463,0.0384615384615384,1.1730769230769231,2.1746031746031744,0.0476190476190476,1.0873015873015872,0.73,0.076,0.205,0.019,0.0829999999999999,0.0029999999999999,1.875,1.125,0.9375,0.057
443,Zn-Ge,1.58289707750953,0.2300635324015247,0.791448538754765,2.0,0.1967213114754097,1.0,-0.182,0.038,1.0513082847914308,0.2864053225850979,0.5256541423957154,2.3846153846153846,0.0769230769230769,1.1923076923076923,2.2063492063492065,0.0793650793650793,1.1031746031746033,0.794,0.14,0.27,0.046,0.074,0.0119999999999999,2.0,1.0,1.0,-0.024
444,Zn-As,1.63710292249047,0.1758576874205845,0.818551461245235,2.092896174863388,0.2896174863387979,1.046448087431694,-0.137,0.0089999999999999,0.9843618695304088,0.2194589073240759,0.4921809347652044,2.423076923076923,0.1153846153846153,1.2115384615384617,2.238095238095238,0.1111111111111111,1.119047619047619,0.863,0.209,0.34,0.116,0.0539999999999999,0.032,2.125,0.875,1.0625,-0.1
445,Zn-Se,1.518805590851334,0.2941550190597205,0.759402795425667,2.295081967213114,0.4918032786885245,1.147540983606557,-0.0809999999999999,0.065,0.6552891809071583,0.1096137812991745,0.3276445904535791,2.4615384615384617,0.1538461538461538,1.2307692307692308,2.1746031746031744,0.0476190476190476,1.0873015873015872,1.002,0.348,0.42,0.196,0.0569999999999999,0.0289999999999999,2.25,0.75,1.125,-0.066
446,Zn-Zr,1.7349428208386275,0.078017789072427,0.8674714104193139,1.628415300546448,0.174863387978142,0.8142076502732241,-0.513,0.349,1.5569262623195208,0.7920233001131878,0.7784631311597604,2.6923076923076925,0.3846153846153846,1.3461538461538465,2.333333333333333,0.2063492063492063,1.1666666666666667,1.072,0.418,0.021,0.203,0.108,0.022,2.0,1.0,1.0,-0.122
447,Zn-Nb,1.995425667090216,0.1824650571791613,0.997712833545108,1.7759562841530054,0.0273224043715846,0.8879781420765027,-0.8069999999999999,0.651,1.9009066062998647,1.1360036440935315,0.9504533031499324,2.730769230769231,0.4230769230769231,1.3653846153846154,2.2222222222222223,0.0952380952380952,1.1111111111111112,0.722,0.068,-0.0299999999999999,0.254,0.096,0.01,2.125,0.875,1.0625,-0.172
